,block_height,no_nodes,no_edges,value_transacted,total_density,nodes_self,selfloop_value,old_nodes_in,ratio_oldin_totalin,value_to_old,old_density
92,393938.0,6271.0,7854.0,666701971339.0,0.00019974989299112876,859.0,57959750857.17262,3038.0,0.3867600254614895,231080572842.6603,0.0002218551876736957
93,367856.0,8500.0,22691.0,234053185076.0,0.0003140992365883876,224.0,5110426959.242296,19626.0,0.8648863035430989,172340756371.98984,5.063675299091079e-05
94,413425.0,5709.0,11768.0,630239840876.0,0.0003611259125272517,1151.0,55161851335.26667,6547.0,0.5562919534369954,301629282766.03235,0.00047552052619575066
95,381683.0,6009.0,27782.0,4308010918440.0,0.0007695403189046878,1358.0,585692024563.1843,5161.0,0.1857610769175395,2126022103808.276,0.0003273604131415413
96,378101.0,2886.0,5082.0,1355162638685.0,0.0006103690679080627,408.0,53126719120.102165,2844.0,0.5595120991540429,533902094035.6154,0.0006040605218465339
97,390392.0,2986.0,4010.0,1102406582316.0,0.0004498940336870779,358.0,16678349415.619047,1816.0,0.45275492395911243,438132990366.23584,0.0005455119677669419
98,347385.0,1583.0,3557.0,522973876654.99994,0.0014203535829886602,219.0,15060623744.833332,1293.0,0.3634064080944351,291619099465.30725,0.0010306889772498833
99,372987.0,133.0,352.0,57409514074.0,0.020050125313283207,2.0,3225291.75,211.0,0.5977337110481586,28016442462.5,0.03887449092928545
100,444885.0,7476.0,9781.0,927314280197.0,0.0001750260812302825,599.0,115587413230.9472,3098.0,0.31670415048047434,521016735434.8439,0.00014491154051742786
101,376065.0,5019.0,19683.0,1463355444574.0,0.0007815260162041873,879.0,52121463422.309525,3870.0,0.19660638081690712,468333602363.18494,0.0004057224144577272
102,386818.0,1471.0,3130.0,373491699751.0,0.001447485860421667,416.0,52305122685.0,1711.0,0.546470776109869,297246242330.68335,0.0011029436045782066
103,376069.0,658.0,1985.0,223536585162.0,0.004591654985126276,54.0,6870126152.0,534.0,0.2688821752265861,113712177595.47922,0.002081993436567226
104,411398.0,2395.0,3330.0,845168394228.0,0.0005807839012981305,525.0,42041190933.77777,1848.0,0.5547883518462924,270001314806.00836,0.0006948728474421569
105,414988.0,7557.0,10386.0,1716904572953.0,0.00018188921423228986,704.0,203975043376.85715,5303.0,0.5105420236834505,823771135108.1221,0.0001453026031345288
106,342798.0,3413.0,11681.0,481226061221.0,0.0010030780180188227,571.0,42677164533.22381,4021.0,0.34420475945899676,259688259202.4148,0.0007667866713438252
107,421137.0,1198.0,2044.0,347291140404.0,0.0014253775786154312,178.0,35620949313.0,967.0,0.4728606356968215,166493373057.40466,0.0015012167757024115
108,380699.0,1426.0,2752.0,214228211721.0,0.0013542973844147535,943.0,954624609.916667,1560.0,0.5666545586632764,85129840338.84166,0.0019844487170577654
109,373533.0,4549.0,6748.0,518744796002.99994,0.000326165995097263,355.0,48753198989.51691,1848.0,0.2738183434582901,197757870403.61865,0.0005973626809438826
110,343326.0,4846.0,77063.0,929057640924.0001,0.00328222780738596,1027.0,23979011327.165535,51938.0,0.6739593065503997,107413865196.21231,0.005339391479041106
111,438917.0,6377.0,8622.0,1229467394302.0,0.00021205244931154523,577.0,234468996930.97336,2879.0,0.33387452162820364,545039267200.1009,0.00019197979125073933
112,419106.0,723.0,825.0,217643306757.0,0.0015804416041194928,52.0,4953444953.0,401.0,0.4854721549636804,104571285245.71075,0.0018559554196703224
113,424228.0,4260.0,8882.0,2030350409031.0,0.0004895460262553642,822.0,512374211244.20483,7136.0,0.8033322075875268,1429831765239.1887,0.000606767691272783
114,423212.0,4793.0,7602.0,334553822725.0,0.00033098142916405287,384.0,24594458155.166664,6234.0,0.81993949756675,124627084647.48204,0.000351467116905924
115,369453.0,865.0,2326.0,313770576659.0,0.003112288589167202,137.0,12242682925.833334,640.0,0.2750322303394929,185825317502.57935,0.0017570664629488158
116,391470.0,2109.0,4964.0,358905334721.0,0.0011165664815919484,431.0,62196651909.39943,1601.0,0.3224572004028197,206729571508.22998,0.0008833679388838485
117,400605.0,6109.0,9178.0,3596762548661.0,0.00024596816424777424,814.0,145196117045.1667,4571.0,0.4979845299052184,1691359180547.1152,0.00027471096711501026
118,394546.0,3401.0,7522.0,3676091375057.0,0.0006505007177819673,272.0,14999717782.405312,1893.0,0.25162833975807525,694093660614.7767,0.0002836643027974767
119,398139.0,2166.0,3641.0,367343835569.0,0.0007764336086356647,301.0,14806069928.99643,1406.0,0.38605161998901705,110326648538.71155,0.0007705766633123918
120,417930.0,6871.0,10201.0,1585291994163.0,0.00021610562037735546,1176.0,215782723449.8686,4811.0,0.47157420113703197,601984082650.2224,0.00022278691234094662
121,435006.0,7675.0,10091.0,1822617536533.0,0.00017133024154490945,772.0,66802542708.51053,3456.0,0.34244946492271106,738211875330.8372,0.00017962934232981065
122,416065.0,6746.0,12356.0,2121581316889.0,0.0002715498759718578,1236.0,158462176454.3889,5913.0,0.4785142024763292,858055184728.0759,0.00031255757532278863
123,404290.0,5993.0,11301.0,1940132691015.9998,0.00031470293446493093,993.0,131980983677.48325,4048.0,0.3581666961599717,702161393207.3738,0.0002631353553041045
124,352581.0,355.0,367.0,31754002534.0,0.0029203469403994587,10.0,555813973.0,360.0,0.9782608695652174,31548454994.5,0.0029641339788558443
125,450380.0,5233.0,12542.0,410038222040.0,0.0004580873789074393,265.0,40948827711.333336,7637.0,0.6088655026708124,212137562531.9911,0.0007651408472810867
126,372557.0,4558.0,16249.0,1013576855754.0,0.000782299926155971,1143.0,76956515352.19597,4269.0,0.2627076923076923,456843300352.1416,0.000546036936186751
127,356174.0,2960.0,7781.0,1893260837172.9998,0.0008883799311308605,328.0,24256092101.8118,1586.0,0.2038036494474428,762928866655.1213,0.00043915359544698156
128,447824.0,343.0,376.0,41369253552.0,0.0032052921419194243,38.0,3766981561.0857143,163.0,0.4323607427055703,19267509437.41905,0.003543272211887678
129,407378.0,6183.0,8588.0,4345971561135.0,0.0002246796757977973,1384.0,1100868662807.075,5817.0,0.6772616136919315,3021186367508.081,0.0002510562064559678
130,406867.0,7605.0,19110.0,1877767113741.0,0.00033046035150190856,1723.0,79903268361.65005,11674.0,0.6108523886766783,1460260824847.5586,0.00032674264781373206
131,399703.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,378719.0,1208.0,1767.0,515747909448.0,0.0012118876092550629,258.0,32955880904.333336,926.0,0.5237556561085973,329994671596.2833,0.0012508924907096636
133,403808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,380772.0,5799.0,47763.0,4191455612397.0,0.0014205622753408556,1269.0,159601094154.9167,5066.0,0.10606314379030232,1878861979197.5386,0.00031468433387140787
135,361834.0,5397.0,13617.0,2136833754444.0,0.0004675812400514082,948.0,175977247351.48376,3938.0,0.28917609046849757,1062056098753.53,0.0003456770001096309
136,354919.0,2890.0,9075.0,632873674201.0,0.0010869291825214601,227.0,22079591611.992424,1986.0,0.21881886293521374,276712802774.6007,0.00038199922605882986
137,434033.0,6680.0,9248.0,1568405204206.0,0.00020728120043787257,158.0,48125803839.64722,7006.0,0.7574872959238836,717813316413.189,0.00021281039546463583
138,368019.0,1221.0,2705.0,851843540343.0,0.0018158993568829634,428.0,230774869720.38333,1545.0,0.5709534368070953,750909411412.9048,0.0017206976952739664
139,396660.0,3589.0,4920.0,1038019304712.9999,0.00038206672003175815,529.0,82334650731.5,2426.0,0.4929892298313351,489521999075.2567,0.00041579083521591274
140,394046.0,2441.0,3916.0,285170146201.0,0.0006574838315390763,328.0,27942648577.789215,1910.0,0.4876180750574419,139092799958.78775,0.0005695891323004377
141,418169.0,4364.0,6897.0,2936538075124.0,0.0003622348836657225,861.0,377708535896.78015,3436.0,0.49811539576688896,1705415391366.6934,0.00044401421370013334
142,419706.0,4702.0,8588.0,1307286534470.0,0.00038852517057693634,148.0,32853383866.190475,4257.0,0.49563395040167657,621847576972.9292,0.00022359480181730244
143,344958.0,2463.0,9173.0,507417612093.0,0.0015127213383584772,598.0,13672149186.5,1944.0,0.2119032047089601,129589425605.22212,0.0007742676526317554
144,401280.0,7432.0,14483.0,5298836106713.0,0.00026224400472868513,1272.0,210798209142.26376,4868.0,0.33609500138083404,2485394867280.5557,0.0001701477546175406
145,436610.0,4238.0,7342.0,69747096779.0,0.0004088791487561598,209.0,2388080469.375,6503.0,0.8856053384175405,20105463169.354164,0.000419249187914323
146,355716.0,1915.0,6634.0,332169777106.0,0.0018099424059629336,233.0,8639866668.983871,1479.0,0.22290881688018085,65971357665.4769,0.0008458538312307767
147,363002.0,6044.0,14159.0,1675571143658.0,0.0003876640528889966,720.0,50561953198.833336,4604.0,0.3251412429378531,667730686137.3517,0.0001780854898703869
148,427916.0,5574.0,9161.0,1135119805504.0,0.0002949082185489769,1299.0,193064043307.81818,4731.0,0.5163719711853307,489307567599.48193,0.00032967407122966097
149,420589.0,6774.0,10208.0,1158830423426.0,0.0002224919966743026,928.0,233040565049.68335,4780.0,0.46821432069742386,567569421971.3448,0.0002457889868475069
150,392592.0,1430.0,2018.0,49960766384.0,0.0009875359070600498,60.0,8442976214.583333,1603.0,0.7939574046557701,23254866112.892857,0.0009474743885829336
151,400451.0,3257.0,11859.0,368178485357.0,0.001118268043352477,1957.0,52417400901.403175,8695.0,0.7331365935919055,261138497731.29144,0.001349718756495795
152,415637.0,7320.0,12286.0,4556674350096.0,0.00022932303600853234,1292.0,244284820180.65,6809.0,0.5541629364368845,1847978228820.9968,0.0002853995702987672
153,357785.0,2141.0,7885.0,941083185836.0,0.0017209619053023524,402.0,63855592625.40476,1748.0,0.22165863555668272,356844243883.21875,0.0008587169143931412
154,413081.0,1501.0,2196.0,287989900848.0,0.0009753497668221186,519.0,64067666406.0,1589.0,0.7232589895311788,161294564908.53333,0.0011199746271234917
155,426395.0,7833.0,10585.0,2211613847482.0,0.0001725401046122798,960.0,199434042987.28073,4525.0,0.42745135084073305,1006996815397.8945,0.0002045309975158575
156,373151.0,2532.0,12616.0,684938323601.0,0.00196863786363469,761.0,40802363189.9626,9354.0,0.7413806768645478,235773943557.18085,0.0032044094440377216
157,363937.0,307.0,325.0,61713210150.0,0.003459581443869622,25.0,1823524028.5,110.0,0.3374233128834356,13312307794.871428,0.002459089689707592
158,438683.0,209.0,790.0,21609485601.0,0.018172616856827382,14.0,1188702437.0,662.0,0.8369152970922883,19463748631.833336,0.03396711202466598
159,434079.0,10118.0,15932.0,1050590339374.0,0.00015564094988808837,715.0,17648679447.567055,11731.0,0.7362706332768468,505895663533.85205,0.00015965348138260492
160,389445.0,5304.0,8303.0,4910073803125.0,0.0002951956105553958,862.0,137473431239.98486,4263.0,0.5133670520231214,1908662827152.5703,0.0003651567335665824
161,359337.0,840.0,3152.0,191484336156.0,0.004472444520120324,125.0,7169916599.05,713.0,0.2261338407865525,44643811726.39525,0.002078466953662413
162,415148.0,10379.0,15879.0,3122270709904.0,0.0001474191729519806,954.0,92738196565.28627,8188.0,0.5156171284634761,2297303080194.444,8.1951720119887e-05
163,358331.0,6880.0,20387.0,2256809826826.0,0.00043076417272656584,1037.0,224151501617.2984,4460.0,0.2187561310574848,904772301086.0488,0.00024198741808932188
164,396206.0,7997.0,10972.0,8700251374368.0,0.0001715876069834342,577.0,283364823690.0,3380.0,0.3080287979586257,3628491957241.9634,0.00014494597772519966
165,382896.0,1826.0,6068.0,743136782058.0,0.001820882533871476,412.0,22970012007.666664,1850.0,0.3048278134783325,279530264313.35077,0.0011217625971724331
166,357960.0,4402.0,8441.0,683276139189.0,0.00043570494954835035,669.0,99019777019.64761,5330.0,0.6313669746505567,382789719639.25244,0.0003969223585115683
167,419762.0,5794.0,7835.0,1079434365821.0,0.00023343016737672936,698.0,190198185837.83337,4089.0,0.5218223583460949,702160565308.6735,0.00016591493017263542
168,383731.0,1136.0,1523.0,82188894177.0,0.0011812061798101383,149.0,2817177493.7475247,906.0,0.594488188976378,30487361675.95833,0.001233666543540493
169,378804.0,1386.0,10296.0,305267185456.0,0.005363589479112945,174.0,53977604235.666664,9351.0,0.908128581140138,191717934772.9667,0.01208978303994002
170,418742.0,2411.0,3426.0,367694150578.0,0.000589621220856689,260.0,19509215081.50866,1324.0,0.38634374088123724,144573058913.29102,0.0004857175001842778
171,360887.0,1498.0,2665.0,411123912926.0,0.0011884026174288943,302.0,44011377706.833336,1665.0,0.6245311327831958,258636511330.81775,0.0010670793381073755
